Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
07:50:00,Friday,31-50,Male,Junior high school,Employee,1-2yr,Taxi,Owner,2-5yrs,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Earth roads,Wet or damp,Daylight,Normal,Collision with pedestrians,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
20:30:00,Sunday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
20:30:00,Sunday,Over 51,Male,Junior high school,Employee,1-2yr,Lorry (11?40Q),Owner,Above 10yr,No defect, Church areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Pedestrian,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
13:57:00,Wednesday,Unknown,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
13:57:00,Wednesday,Unknown,Male,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,Unknown,No defect,  Recreational areas,Undivided Two way,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
13:45:00,Sunday,Under 18,Male,Elementary school,Other,5-10yr,Motorcycle,Governmental,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,18-30,3,Driver,Normal,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",Driving carelessly,Slight Injury
13:45:00,Sunday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Governmental,5-10yrs,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
12:15:00,Sunday,18-30,Male,Elementary school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,3,Driver,Normal,Crossing from driver's nearside,Other,Slight Injury
16:10:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Above 10yr,No defect,School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,Moving Backward,Slight Injury
08:35:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Long lorry,Owner,Above 10yr,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Collision with roadside objects,2,2,Other,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury
08:35:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,Above 10yr,No defect,Other,other,Tangent road with flat terrain,No junction,Other,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
21:25:00,Thursday,18-30,Male,Junior high school,Owner,2-5yr,Long lorry,Owner,Above 10yr,No defect, Hospital areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,3,Employee,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
16:55:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,4,2,Moving Backward,Passenger,Female,5,3,Driver,Normal,Not a Pedestrian,Turnover,Slight Injury
16:55:00,Friday,Unknown,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Other,Passenger,Male,5,3,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury
16:30:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,Crossing,Asphalt roads,Snow,Daylight,Snow,Vehicle with vehicle collision,3,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
15:18:00,Monday,31-50,Male,Elementary school,Employee,2-5yr,Long lorry,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Snow,Daylight,Snow,Vehicle with vehicle collision,3,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
17:40:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Long lorry,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Snow,Daylight,Snow,Collision with roadside objects,3,2,Moving Backward,Driver or rider,Female,18-30,3,Other,Normal,Not a Pedestrian,Overtaking,Slight Injury
18:35:00,Saturday,31-50,Male,High school,Employee,2-5yr,Special vehicle,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Snow,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
15:08:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Motorcycle,Owner,Above 10yr,No defect,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,6,Going straight,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
19:02:00,Saturday,18-30,Male,Junior high school,Owner,Above 10yr,Public (> 45 seats),Owner,2-5yrs,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Snow,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
16:26:00,Tuesday,Over 51,Male,Junior high school,Owner,5-10yr,Automobile,Owner,Unknown,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Snow,Darkness - lights lit,Other,Collision with roadside objects,2,3,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
13:54:00,Saturday,31-50,Male,High school,Owner,5-10yr,Public (13?45 seats),Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Moving Backward,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Other,Slight Injury
12:30:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Organization,5-10yrs,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Windy,Collision with pedestrians,2,1,Going straight,Passenger,Female,31-50,3,Other,Normal,Not a Pedestrian,No distancing,Slight Injury
18:45:00,Wednesday,18-30,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Organization,2-5yrs,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,Crossing,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
18:45:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
19:12:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Public (> 45 seats),Owner,Unknown,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Getting off,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
17:25:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,No defect, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing,Slight Injury
17:25:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury
07:10:00,Friday,18-30,Male,Junior high school,Owner,5-10yr,Other,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
13:55:00,Sunday,18-30,Male,Writing & reading,Employee,Below 1yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
19:20:00,Sunday,Unknown,Male,Junior high school,Employee,1-2yr,Automobile,Owner,1-2yr,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with pedestrians,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
19:20:00,Sunday,31-50,Male,Elementary school,Owner,5-10yr,Other,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with pedestrians,2,2,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
11:58:00,Saturday,31-50,Male,Junior high school,Owner,Below 1yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
12:53:00,Sunday,18-30,Male,Writing & reading,Employee,5-10yr,Automobile,Owner,Unknown,No defect, Church areas,Double carriageway (median),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Getting off,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
20:40:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,2-5yrs,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Turnover,Slight Injury
12:44:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Governmental,5-10yrs,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
15:33:00,Tuesday,31-50,Male,Junior high school,Owner,5-10yr,Automobile,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Other,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Other,Passenger,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
15:33:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Governmental,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury
18:20:00,Sunday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Owner,5-10yrs,No defect, Industrial areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
09:55:00,Monday,Over 51,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,2-5yrs,No defect,Other,Undivided Two way,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,2,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
09:05:00,Monday,31-50,Male,Elementary school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,4,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Other,Serious Injury
11:30:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Public (13?45 seats),Governmental,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
14:00:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Taxi,Owner,Above 10yr,No defect,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,1,1,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury
20:55:00,Friday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
23:22:00,Saturday,Over 51,Male,Unknown,Owner,5-10yr,Automobile,Governmental,Below 1yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
08:28:00,Monday,Under 18,Male,Junior high school,Owner,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
13:00:00,Saturday,18-30,Male,Junior high school,Owner,2-5yr,Automobile,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Passenger,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
13:00:00,Saturday,31-50,Male,Elementary school,Employee,2-5yr,Public (12 seats),Owner,Above 10yr,No defect,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
16:35:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Public (13?45 seats),Owner,5-10yrs,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
10:39:00,Wednesday,Over 51,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
12:55:00,Monday,18-30,Female,Junior high school,Employee,5-10yr,Ridden horse,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Rollover,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
12:55:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Stationwagen,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Female,31-50,3,Unemployed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
12:55:00,Monday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
15:20:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Organization,Above 10yr,No defect, Outside rural areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Turnover,Slight Injury
15:20:00,Sunday,Over 51,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
14:57:00,Monday,Over 51,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Other,Driver or rider,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
13:10:00,Saturday,Unknown,Female,Junior high school,Employee,Above 10yr,Public (12 seats),Governmental,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
08:10:00,Wednesday,Unknown,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Governmental,Unknown,No defect,  Market areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
08:10:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
12:30:00,Sunday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Governmental,Unknown,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
12:30:00,Sunday,Unknown,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
12:30:00,Sunday,Unknown,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,No distancing,Serious Injury
20:01:00,Sunday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
20:41:00,Thursday,31-50,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,Unknown,No defect,Other,other,Tangent road with flat terrain,Y Shape,Other,Wet or damp,Daylight,Normal,Collision with pedestrians,2,1,Other,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Overtaking,Slight Injury
11:15:00,Friday,31-50,Male,High school,Employee,1-2yr,Other,Owner,1-2yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Other,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,6,Entering a junction,Pedestrian,Male,5,3,Employee,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
19:28:00,Friday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,3,5,Entering a junction,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury
23:35:00,Saturday,Under 18,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Entering a junction,Driver or rider,Female,18-30,3,Student,Normal,Not a Pedestrian,Moving Backward,Serious Injury
23:35:00,Saturday,Under 18,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Entering a junction,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury
15:46:00,Thursday,31-50,Male,Elementary school,Owner,5-10yr,Long lorry,Governmental,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
20:10:00,Saturday,Under 18,Male,Elementary school,Employee,Below 1yr,Automobile,Owner,5-10yrs,No defect,School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
21:46:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,18-30,3,Driver,Normal,Crossing from driver's nearside,Changing lane to the right,Slight Injury
21:20:00,Saturday,Under 18,Male,Junior high school,Employee,Above 10yr,Long lorry,Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
05:49:00,Tuesday,Under 18,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Above 10yr,No defect,Other,One way,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
05:49:00,Tuesday,Under 18,Male,High school,Employee,1-2yr,Public (12 seats),Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
05:49:00,Tuesday,18-30,Male,Elementary school,Employee,5-10yr,Other,Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,2,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
09:35:00,Monday,31-50,Male,Junior high school,Employee,Below 1yr,Other,Owner,1-2yr,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Over 51,3,Other,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
